param,param_value,policy,seed,metric,value,diff_from_baseline
consumption_alpha,0.2,baseline,9,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,waiting_period,9,homeownership_rate,0.4317073170731707,0.01800173331682553
consumption_alpha,0.2,waiting_period,9,rental_vacancy_rate,0.04245283018867924,-0.02333664349553128
consumption_alpha,0.2,waiting_period,9,annual_appreciation_g,-0.023156219128191324,0.0068437808718086746
consumption_alpha,0.2,ownership_cap_soft,9,homeownership_rate,0.4207920792079208,0.007086495451575581
consumption_alpha,0.2,ownership_cap_soft,9,rental_vacancy_rate,0.12355212355212356,0.05776264986791303
consumption_alpha,0.2,ownership_cap_soft,9,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,ownership_cap_hard,9,homeownership_rate,0.4624413145539906,0.04873573079764543
consumption_alpha,0.2,ownership_cap_hard,9,rental_vacancy_rate,0.15450643776824036,0.08871696408402983
consumption_alpha,0.2,ownership_cap_hard,9,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,purchase_tax,9,homeownership_rate,0.4068241469816273,-0.0068814367747179195
consumption_alpha,0.2,purchase_tax,9,rental_vacancy_rate,0.14393939393939395,0.07814992025518343
consumption_alpha,0.2,purchase_tax,9,annual_appreciation_g,-0.019409155956355728,0.01059084404364427
consumption_alpha,0.2,vacancy_tax,9,homeownership_rate,0.4,-0.013705583756345174
consumption_alpha,0.2,vacancy_tax,9,rental_vacancy_rate,0.07391304347826087,0.00812356979405035
consumption_alpha,0.2,vacancy_tax,9,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,portfolio_tax,9,homeownership_rate,0.4137055837563452,0.0
consumption_alpha,0.2,portfolio_tax,9,rental_vacancy_rate,0.06578947368421052,0.0
consumption_alpha,0.2,portfolio_tax,9,annual_appreciation_g,-0.03,0.0
consumption_alpha,0.2,geographic,9,homeownership_rate,0.15803108808290156,-0.25567449567344364
consumption_alpha,0.2,geographic,9,rental_vacancy_rate,0.10054347826086957,0.034754004576659045
consumption_alpha,0.2,geographic,9,annual_appreciation_g,0.0,0.03
consumption_alpha,0.2,baseline,10,homeownership_rate,0.5097087378640777,0.0
consumption_alpha,0.2,baseline,10,rental_vacancy_rate,0.27467811158798283,0.0
consumption_alpha,0.2,baseline,10,annual_appreciation_g,-0.024496427618820538,0.0
consumption_alpha,0.2,waiting_period,10,homeownership_rate,0.531615925058548,0.02190718719447038
consumption_alpha,0.2,waiting_period,10,rental_vacancy_rate,0.2571428571428571,-0.017535254445125714
consumption_alpha,0.2,waiting_period,10,annual_appreciation_g,-0.005848715492556056,0.018647712126264482
consumption_alpha,0.2,ownership_cap_soft,10,homeownership_rate,0.4803921568627451,-0.029316581001332553
consumption_alpha,0.2,ownership_cap_soft,10,rental_vacancy_rate,0.23706896551724138,-0.03760914607074145
consumption_alpha,0.2,ownership_cap_soft,10,annual_appreciation_g,-0.03,-0.005503572381179461
consumption_alpha,0.2,ownership_cap_hard,10,homeownership_rate,0.49635036496350365,-0.013358372900574011
consumption_alpha,0.2,ownership_cap_hard,10,rental_vacancy_rate,0.2446351931330472,-0.03004291845493562
consumption_alpha,0.2,ownership_cap_hard,10,annual_appreciation_g,-0.03,-0.005503572381179461
consumption_alpha,0.2,purchase_tax,10,homeownership_rate,0.3949367088607595,-0.11477202900331818
consumption_alpha,0.2,purchase_tax,10,rental_vacancy_rate,0.08064516129032258,-0.19403295029766027
consumption_alpha,0.2,purchase_tax,10,annual_appreciation_g,-0.01598494582356158,0.008511481795258957
consumption_alpha,0.2,vacancy_tax,10,homeownership_rate,0.4961832061068702,-0.013525531757207443
consumption_alpha,0.2,vacancy_tax,10,rental_vacancy_rate,0.2863247863247863,0.011646674736803475
consumption_alpha,0.2,vacancy_tax,10,annual_appreciation_g,-0.028602665820127382,-0.004106238201306844
consumption_alpha,0.2,portfolio_tax,10,homeownership_rate,0.5097087378640777,0.0
