NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract,owner_occupied,renter_occupied,owner_share,total_households,income_under_10k,income_30_35k,income_40_45k,income_75_100k,income_100_125k,income_200k_plus,total_vacant,vacant_for_rent,vacant_for_sale,GEOID
"Census Tract 230, DeKalb County, Georgia",1028.0,580.0,68.0,0.0,234.0,117.0,18.0,0.0,11.0,13,89,23000,668.0,305.0,0.6865364850976362,973.0,32.0,18.0,18.0,122.0,108.0,180.0,55.0,0.0,0.0,23102
"Census Tract 218.12, DeKalb County, Georgia",928.0,570.0,143.0,5.0,33.0,134.0,11.0,32.0,0.0,13,89,21812,627.0,231.0,0.7307692307692307,858.0,54.0,56.0,3.0,86.0,98.0,101.0,70.0,22.0,21.0,21914
"Census Tract 219.07, DeKalb County, Georgia",3895.0,2640.0,255.0,36.0,48.0,142.0,351.0,142.0,219.0,13,89,21907,2329.0,1238.0,0.6529296327446034,3567.0,149.0,183.0,182.0,352.0,480.0,136.0,328.0,40.0,34.0,22009
"Census Tract 223.01, DeKalb County, Georgia",3255.0,1550.0,362.0,46.0,177.0,281.0,346.0,158.0,318.0,13,89,22301,1809.0,1266.0,0.5882926829268292,3075.0,349.0,73.0,36.0,348.0,362.0,272.0,180.0,59.0,0.0,22403
"Census Tract 231.01, DeKalb County, Georgia",2018.0,1634.0,74.0,38.0,111.0,56.0,20.0,47.0,38.0,13,89,23101,1031.0,690.0,0.5990703079604881,1721.0,46.0,90.0,138.0,257.0,124.0,25.0,297.0,60.0,65.0,23203
"Census Tract 231.08, DeKalb County, Georgia",2009.0,1148.0,159.0,81.0,148.0,180.0,129.0,57.0,107.0,13,89,23108,685.0,1158.0,0.3716766142159523,1843.0,235.0,227.0,32.0,204.0,79.0,8.0,166.0,36.0,28.0,23210
"Census Tract 218.10, DeKalb County, Georgia",2912.0,1578.0,168.0,41.0,21.0,90.0,242.0,101.0,645.0,13,89,21810,1672.0,1036.0,0.6174298375184638,2708.0,106.0,100.0,170.0,357.0,309.0,276.0,204.0,0.0,57.0,21912
"Census Tract 220.08, DeKalb County, Georgia",2503.0,578.0,81.0,81.0,237.0,603.0,679.0,105.0,139.0,13,89,22008,421.0,1850.0,0.1853808894760017,2271.0,250.0,174.0,16.0,107.0,48.0,27.0,232.0,30.0,0.0,22110
"Census Tract 229, DeKalb County, Georgia",1908.0,1533.0,121.0,25.0,114.0,0.0,0.0,31.0,84.0,13,89,22900,1350.0,328.0,0.8045292014302742,1678.0,127.0,16.0,65.0,181.0,236.0,174.0,230.0,23.0,9.0,23002
"Census Tract 231.02, DeKalb County, Georgia",1706.0,819.0,62.0,0.0,105.0,321.0,189.0,171.0,39.0,13,89,23102,683.0,856.0,0.4437946718648473,1539.0,143.0,131.0,83.0,84.0,109.0,87.0,167.0,30.0,7.0,23204
"Census Tract 234.10, DeKalb County, Georgia",2051.0,416.0,145.0,0.0,102.0,570.0,508.0,168.0,126.0,13,89,23410,422.0,1279.0,0.2480893592004703,1701.0,190.0,162.0,51.0,121.0,40.0,14.0,350.0,116.0,0.0,23512
"Census Tract 213.06, DeKalb County, Georgia",2082.0,623.0,143.0,54.0,173.0,370.0,432.0,251.0,36.0,13,89,21306,619.0,1322.0,0.3189077794951056,1941.0,115.0,97.0,98.0,344.0,56.0,20.0,141.0,79.0,0.0,21408
"Census Tract 213.07, DeKalb County, Georgia",1297.0,913.0,79.0,0.0,45.0,150.0,49.0,0.0,22.0,13,89,21307,713.0,532.0,0.5726907630522088,1245.0,47.0,96.0,64.0,98.0,113.0,15.0,52.0,0.0,0.0,21409
"Census Tract 213.08, DeKalb County, Georgia",1639.0,912.0,100.0,93.0,119.0,237.0,48.0,85.0,30.0,13,89,21308,714.0,809.0,0.4688115561391989,1523.0,34.0,59.0,65.0,198.0,120.0,50.0,116.0,63.0,0.0,21410
"Census Tract 214.09, DeKalb County, Georgia",1445.0,145.0,11.0,58.0,200.0,434.0,271.0,315.0,11.0,13,89,21409,110.0,1229.0,0.0821508588498879,1339.0,34.0,59.0,82.0,195.0,89.0,23.0,106.0,19.0,0.0,21511
"Census Tract 214.10, DeKalb County, Georgia",2226.0,671.0,224.0,122.0,56.0,291.0,490.0,47.0,325.0,13,89,21410,786.0,1276.0,0.3811833171677982,2062.0,62.0,100.0,230.0,272.0,220.0,73.0,164.0,41.0,8.0,21512
"Census Tract 214.11, DeKalb County, Georgia",1977.0,708.0,148.0,10.0,95.0,116.0,128.0,454.0,318.0,13,89,21411,684.0,1104.0,0.3825503355704698,1788.0,87.0,67.0,99.0,131.0,202.0,293.0,189.0,48.0,0.0,21513
"Census Tract 214.12, DeKalb County, Georgia",1533.0,1280.0,183.0,42.0,12.0,16.0,0.0,0.0,0.0,13,89,21412,1124.0,281.0,0.8,1405.0,17.0,10.0,19.0,156.0,196.0,505.0,128.0,31.0,58.0,21514
"Census Tract 214.13, DeKalb County, Georgia",1394.0,302.0,39.0,14.0,128.0,458.0,372.0,81.0,0.0,13,89,21413,221.0,1025.0,0.1773675762439807,1246.0,62.0,44.0,86.0,77.0,48.0,99.0,148.0,78.0,0.0,21515
"Census Tract 214.14, DeKalb County, Georgia",1988.0,149.0,118.0,10.0,60.0,219.0,495.0,357.0,551.0,13,89,21414,207.0,1439.0,0.1257594167679222,1646.0,108.0,116.0,59.0,118.0,75.0,108.0,342.0,260.0,0.0,21516
"Census Tract 214.15, DeKalb County, Georgia",1856.0,752.0,231.0,64.0,58.0,75.0,112.0,295.0,269.0,13,89,21415,872.0,831.0,0.5120375807398708,1703.0,35.0,22.0,90.0,189.0,187.0,440.0,153.0,51.0,21.0,21517
"Census Tract 214.16, DeKalb County, Georgia",985.0,249.0,311.0,7.0,127.0,213.0,57.0,0.0,10.0,13,89,21416,492.0,363.0,0.5754385964912281,855.0,18.0,44.0,8.0,84.0,104.0,148.0,130.0,21.0,0.0,21518
"Census Tract 214.17, DeKalb County, Georgia",2389.0,129.0,179.0,0.0,234.0,429.0,601.0,513.0,298.0,13,89,21417,254.0,1897.0,0.1180846118084611,2151.0,69.0,119.0,111.0,322.0,106.0,52.0,238.0,169.0,0.0,21519
"Census Tract 216.05, DeKalb County, Georgia",2807.0,1120.0,41.0,0.0,277.0,262.0,172.0,306.0,629.0,13,89,21605,1016.0,1573.0,0.3924295094631131,2589.0,147.0,29.0,135.0,380.0,210.0,374.0,218.0,57.0,0.0,21707
"Census Tract 218.13, DeKalb County, Georgia",1259.0,26.0,0.0,26.0,4.0,107.0,340.0,701.0,55.0,13,89,21813,6.0,1174.0,0.0050847457627118,1180.0,50.0,78.0,123.0,97.0,37.0,0.0,79.0,0.0,0.0,21915
"Census Tract 218.14, DeKalb County, Georgia",2439.0,389.0,315.0,31.0,240.0,495.0,557.0,263.0,98.0,13,89,21814,1003.0,1318.0,0.4321413183972425,2321.0,45.0,272.0,165.0,182.0,140.0,44.0,118.0,63.0,6.0,21916
"Census Tract 219.11, DeKalb County, Georgia",1075.0,62.0,72.0,17.0,84.0,427.0,353.0,0.0,60.0,13,89,21911,99.0,678.0,0.1274131274131274,777.0,56.0,42.0,21.0,19.0,14.0,0.0,298.0,101.0,0.0,22013
"Census Tract 215.03, DeKalb County, Georgia",1758.0,521.0,245.0,0.0,84.0,443.0,294.0,151.0,20.0,13,89,21503,651.0,865.0,0.429419525065963,1516.0,106.0,84.0,37.0,203.0,91.0,196.0,242.0,97.0,0.0,21605
"Census Tract 215.04, DeKalb County, Georgia",2833.0,616.0,187.0,14.0,146.0,288.0,440.0,598.0,544.0,13,89,21504,838.0,1676.0,0.3333333333333333,2514.0,112.0,108.0,94.0,345.0,247.0,521.0,319.0,70.0,90.0,21606
"Census Tract 233.15, DeKalb County, Georgia",2036.0,2025.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,13,89,23315,1803.0,211.0,0.8952333664349553,2014.0,37.0,20.0,53.0,382.0,307.0,106.0,22.0,0.0,0.0,23417
"Census Tract 233.16, DeKalb County, Georgia",3203.0,2626.0,204.0,0.0,31.0,105.0,200.0,0.0,37.0,13,89,23316,2167.0,765.0,0.7390859481582538,2932.0,143.0,116.0,68.0,251.0,305.0,100.0,271.0,121.0,35.0,23418
"Census Tract 234.19, DeKalb County, Georgia",3610.0,3527.0,0.0,0.0,0.0,0.0,0.0,62.0,12.0,13,89,23419,2718.0,806.0,0.7712826333711691,3524.0,67.0,90.0,149.0,499.0,331.0,151.0,86.0,0.0,0.0,23521
"Census Tract 234.21, DeKalb County, Georgia",3845.0,1124.0,1171.0,11.0,297.0,449.0,745.0,0.0,31.0,13,89,23421,1548.0,1857.0,0.4546255506607929,3405.0,399.0,212.0,156.0,365.0,272.0,57.0,440.0,0.0,0.0,23523
"Census Tract 234.23, DeKalb County, Georgia",3685.0,2653.0,142.0,0.0,0.0,134.0,172.0,382.0,71.0,13,89,23423,1990.0,703.0,0.7389528406981062,2693.0,94.0,119.0,78.0,759.0,377.0,0.0,992.0,78.0,44.0,23525
"Census Tract 234.25, DeKalb County, Georgia",2399.0,1698.0,450.0,0.0,0.0,53.0,39.0,141.0,18.0,13,89,23425,1462.0,515.0,0.7395042994436014,1977.0,105.0,97.0,64.0,298.0,174.0,119.0,422.0,0.0,20.0,23527
"Census Tract 234.26, DeKalb County, Georgia",1742.0,1734.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,23426,1347.0,268.0,0.8340557275541796,1615.0,38.0,66.0,37.0,207.0,299.0,83.0,127.0,0.0,0.0,23528
"Census Tract 234.27, DeKalb County, Georgia",1039.0,1015.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,23427,769.0,200.0,0.7936016511867905,969.0,77.0,60.0,30.0,152.0,71.0,35.0,70.0,0.0,10.0,23529
"Census Tract 234.28, DeKalb County, Georgia",4327.0,1118.0,924.0,107.0,391.0,616.0,756.0,288.0,87.0,13,89,23428,1121.0,2685.0,0.2945349448239621,3806.0,260.0,280.0,141.0,388.0,100.0,0.0,521.0,150.0,29.0,23530
"Census Tract 9800, DeKalb County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,980000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980102
"Census Tract 234.22, DeKalb County, Georgia",2076.0,1836.0,183.0,0.0,10.0,0.0,0.0,0.0,25.0,13,89,23422,1271.0,613.0,0.6746284501061571,1884.0,109.0,85.0,93.0,400.0,230.0,9.0,192.0,0.0,0.0,23524
"Census Tract 234.24, DeKalb County, Georgia",1890.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,23424,1368.0,387.0,0.7794871794871795,1755.0,108.0,54.0,87.0,385.0,151.0,44.0,135.0,0.0,9.0,23526
"Census Tract 212.14, DeKalb County, Georgia",2190.0,2133.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,21214,2160.0,21.0,0.9903713892709766,2181.0,55.0,47.0,86.0,134.0,240.0,939.0,9.0,0.0,0.0,21316
"Census Tract 212.09, DeKalb County, Georgia",3770.0,1209.0,567.0,42.0,16.0,327.0,370.0,317.0,922.0,13,89,21209,1518.0,1974.0,0.4347079037800687,3492.0,332.0,141.0,142.0,353.0,364.0,567.0,278.0,74.0,23.0,21311
"Census Tract 234.18, DeKalb County, Georgia",7399.0,4505.0,267.0,0.0,0.0,318.0,985.0,1166.0,124.0,13,89,23418,3396.0,3327.0,0.5051316376617582,6723.0,371.0,341.0,458.0,738.0,753.0,76.0,676.0,0.0,118.0,23520
"Census Tract 233.03, DeKalb County, Georgia",2949.0,1730.0,324.0,59.0,53.0,210.0,144.0,113.0,73.0,13,89,23303,1410.0,1240.0,0.5320754716981132,2650.0,319.0,229.0,56.0,257.0,128.0,62.0,299.0,128.0,0.0,23405
"Census Tract 215.02, DeKalb County, Georgia",2600.0,1075.0,53.0,13.0,96.0,129.0,292.0,465.0,477.0,13,89,21502,980.0,1438.0,0.4052936311000827,2418.0,154.0,123.0,71.0,281.0,143.0,286.0,182.0,111.0,0.0,21604
"Census Tract 225, DeKalb County, Georgia",2859.0,1382.0,264.0,28.0,283.0,225.0,90.0,96.0,491.0,13,89,22500,1648.0,1014.0,0.6190833959429001,2662.0,237.0,36.0,83.0,212.0,136.0,684.0,197.0,51.0,9.0,22602
"Census Tract 216.03, DeKalb County, Georgia",2789.0,861.0,206.0,20.0,112.0,260.0,365.0,431.0,534.0,13,89,21603,1008.0,1503.0,0.4014336917562724,2511.0,129.0,75.0,140.0,410.0,183.0,169.0,278.0,45.0,46.0,21705
"Census Tract 218.06, DeKalb County, Georgia",2665.0,1340.0,441.0,37.0,89.0,266.0,309.0,79.0,87.0,13,89,21806,1350.0,1167.0,0.5363528009535161,2517.0,135.0,149.0,122.0,455.0,316.0,141.0,148.0,48.0,0.0,21908
"Census Tract 223.02, DeKalb County, Georgia",2052.0,1313.0,35.0,30.0,112.0,193.0,273.0,54.0,42.0,13,89,22302,1141.0,911.0,0.5560428849902534,2052.0,77.0,26.0,85.0,328.0,301.0,232.0,0.0,0.0,0.0,22404
"Census Tract 224.02, DeKalb County, Georgia",1256.0,155.0,0.0,33.0,42.0,35.0,96.0,177.0,718.0,13,89,22402,48.0,1055.0,0.0435176790571169,1103.0,343.0,58.0,26.0,71.0,57.0,64.0,153.0,73.0,0.0,22504
"Census Tract 228, DeKalb County, Georgia",1353.0,1034.0,48.0,21.0,78.0,17.0,68.0,0.0,79.0,13,89,22800,1044.0,264.0,0.7981651376146789,1308.0,33.0,38.0,6.0,178.0,85.0,443.0,45.0,0.0,45.0,22902
"Census Tract 232.09, DeKalb County, Georgia",1959.0,1938.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,13,89,23209,1455.0,394.0,0.7869118442401298,1849.0,107.0,80.0,127.0,226.0,192.0,70.0,110.0,0.0,27.0,23311
"Census Tract 232.11, DeKalb County, Georgia",1412.0,954.0,11.0,12.0,29.0,154.0,204.0,48.0,0.0,13,89,23211,720.0,659.0,0.5221174764321972,1379.0,54.0,72.0,88.0,96.0,121.0,61.0,33.0,0.0,0.0,23313
"Census Tract 233.09, DeKalb County, Georgia",4082.0,2761.0,805.0,0.0,36.0,176.0,270.0,0.0,34.0,13,89,23309,1703.0,2065.0,0.4519639065817409,3768.0,273.0,362.0,126.0,568.0,326.0,39.0,314.0,60.0,33.0,23411
"Census Tract 233.10, DeKalb County, Georgia",4413.0,1143.0,208.0,29.0,200.0,1118.0,1063.0,438.0,188.0,13,89,23310,884.0,3217.0,0.2155571811753231,4101.0,302.0,379.0,170.0,383.0,146.0,45.0,312.0,188.0,30.0,23412
"Census Tract 234.14, DeKalb County, Georgia",2554.0,2314.0,18.0,0.0,21.0,100.0,81.0,20.0,0.0,13,89,23414,1818.0,590.0,0.7549833887043189,2408.0,118.0,59.0,99.0,407.0,330.0,113.0,146.0,0.0,0.0,23516
"Census Tract 236.01, DeKalb County, Georgia",1237.0,1044.0,120.0,34.0,0.0,11.0,0.0,0.0,8.0,13,89,23601,806.0,365.0,0.6883005977796754,1171.0,57.0,22.0,6.0,198.0,106.0,104.0,66.0,0.0,7.0,23703
"Census Tract 218.09, DeKalb County, Georgia",2889.0,2705.0,18.0,0.0,0.0,76.0,0.0,0.0,79.0,13,89,21809,2389.0,298.0,0.8890956457015259,2687.0,15.0,185.0,72.0,313.0,221.0,341.0,202.0,0.0,49.0,21911
"Census Tract 219.06, DeKalb County, Georgia",2067.0,1491.0,209.0,55.0,65.0,143.0,93.0,0.0,11.0,13,89,21906,1103.0,772.0,0.5882666666666667,1875.0,122.0,130.0,137.0,255.0,152.0,8.0,192.0,62.0,0.0,22008
"Census Tract 220.05, DeKalb County, Georgia",1845.0,587.0,45.0,12.0,169.0,377.0,444.0,143.0,68.0,13,89,22005,560.0,1191.0,0.3198172472872644,1751.0,152.0,208.0,140.0,152.0,73.0,0.0,94.0,42.0,0.0,22107
"Census Tract 226, DeKalb County, Georgia",3378.0,1139.0,522.0,82.0,234.0,74.0,137.0,31.0,1159.0,13,89,22600,1611.0,1359.0,0.5424242424242425,2970.0,135.0,124.0,48.0,405.0,190.0,573.0,408.0,39.0,0.0,22702
"Census Tract 231.07, DeKalb County, Georgia",2050.0,1887.0,0.0,22.0,82.0,0.0,44.0,0.0,15.0,13,89,23107,1000.0,661.0,0.6020469596628537,1661.0,131.0,140.0,83.0,224.0,56.0,72.0,389.0,26.0,49.0,23209
"Census Tract 235.01, DeKalb County, Georgia",1555.0,1215.0,0.0,39.0,102.0,135.0,27.0,21.0,16.0,13,89,23501,458.0,832.0,0.3550387596899225,1290.0,86.0,39.0,60.0,60.0,67.0,0.0,265.0,25.0,159.0,23603
"Census Tract 236.03, DeKalb County, Georgia",1607.0,1079.0,10.0,19.0,114.0,151.0,107.0,32.0,85.0,13,89,23603,700.0,756.0,0.4807692307692308,1456.0,118.0,74.0,136.0,146.0,117.0,0.0,151.0,39.0,29.0,23705
"Census Tract 237, DeKalb County, Georgia",2739.0,1479.0,291.0,17.0,122.0,262.0,437.0,131.0,0.0,13,89,23700,959.0,1492.0,0.3912688698490412,2451.0,373.0,101.0,38.0,181.0,100.0,84.0,288.0,0.0,76.0,23802
"Census Tract 238.01, DeKalb County, Georgia",2025.0,1528.0,234.0,0.0,74.0,88.0,42.0,8.0,10.0,13,89,23801,1328.0,421.0,0.7592910234419669,1749.0,72.0,26.0,93.0,158.0,187.0,253.0,276.0,82.0,24.0,23903
"Census Tract 232.10, DeKalb County, Georgia",2910.0,1669.0,53.0,0.0,92.0,522.0,540.0,34.0,0.0,13,89,23210,920.0,1774.0,0.3414996288047513,2694.0,235.0,296.0,82.0,212.0,178.0,0.0,216.0,91.0,0.0,23312
"Census Tract 232.13, DeKalb County, Georgia",2363.0,1442.0,69.0,34.0,241.0,300.0,79.0,142.0,56.0,13,89,23213,1077.0,1234.0,0.4660320207702293,2311.0,182.0,139.0,115.0,391.0,99.0,71.0,52.0,0.0,0.0,23315
"Census Tract 232.14, DeKalb County, Georgia",2618.0,1164.0,404.0,0.0,31.0,400.0,558.0,51.0,10.0,13,89,23214,910.0,1486.0,0.3797996661101836,2396.0,180.0,117.0,265.0,360.0,151.0,0.0,222.0,49.0,30.0,23316
"Census Tract 231.15, DeKalb County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,23115,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23217
"Census Tract 233.11, DeKalb County, Georgia",1601.0,1601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,23311,1254.0,292.0,0.8111254851228978,1546.0,30.0,55.0,49.0,273.0,192.0,81.0,55.0,0.0,10.0,23413
"Census Tract 233.12, DeKalb County, Georgia",3682.0,3215.0,267.0,0.0,0.0,98.0,102.0,0.0,0.0,13,89,23312,2573.0,970.0,0.7262207169065763,3543.0,37.0,114.0,124.0,543.0,459.0,283.0,139.0,38.0,34.0,23414
"Census Tract 233.13, DeKalb County, Georgia",1761.0,1434.0,295.0,32.0,0.0,0.0,0.0,0.0,0.0,13,89,23313,1197.0,450.0,0.726775956284153,1647.0,35.0,56.0,151.0,235.0,107.0,56.0,114.0,0.0,21.0,23415
"Census Tract 233.14, DeKalb County, Georgia",2383.0,2040.0,248.0,0.0,0.0,0.0,38.0,0.0,0.0,13,89,23314,1425.0,789.0,0.6436314363143631,2214.0,147.0,258.0,65.0,210.0,106.0,0.0,169.0,36.0,0.0,23416
"Census Tract 208.02, DeKalb County, Georgia",2053.0,1464.0,40.0,110.0,9.0,93.0,81.0,61.0,183.0,13,89,20802,1124.0,612.0,0.6474654377880185,1736.0,189.0,28.0,89.0,168.0,108.0,271.0,317.0,27.0,107.0,20904
"Census Tract 217.03, DeKalb County, Georgia",1845.0,1750.0,21.0,0.0,0.0,0.0,22.0,0.0,52.0,13,89,21703,1625.0,139.0,0.921201814058957,1764.0,63.0,29.0,8.0,232.0,83.0,564.0,81.0,18.0,18.0,21805
"Census Tract 218.08, DeKalb County, Georgia",1751.0,940.0,160.0,8.0,413.0,76.0,145.0,0.0,0.0,13,89,21808,1135.0,499.0,0.6946144430844553,1634.0,72.0,109.0,63.0,214.0,235.0,116.0,117.0,27.0,33.0,21910
"Census Tract 219.08, DeKalb County, Georgia",2387.0,704.0,114.0,0.0,217.0,498.0,681.0,137.0,36.0,13,89,21908,682.0,1340.0,0.3372898120672601,2022.0,154.0,43.0,133.0,158.0,36.0,0.0,365.0,257.0,32.0,22010
"Census Tract 219.09, DeKalb County, Georgia",3101.0,985.0,155.0,6.0,261.0,638.0,903.0,94.0,49.0,13,89,21909,847.0,1847.0,0.3144023756495916,2694.0,375.0,201.0,258.0,98.0,70.0,50.0,407.0,383.0,10.0,22011
"Census Tract 212.02, DeKalb County, Georgia",3547.0,2401.0,232.0,16.0,58.0,38.0,0.0,181.0,621.0,13,89,21202,2531.0,824.0,0.7543964232488822,3355.0,66.0,114.0,124.0,482.0,336.0,956.0,192.0,120.0,11.0,21304
"Census Tract 235.05, DeKalb County, Georgia",1192.0,1050.0,112.0,0.0,0.0,30.0,0.0,0.0,0.0,13,89,23505,700.0,393.0,0.6404391582799634,1093.0,81.0,91.0,10.0,52.0,112.0,25.0,99.0,0.0,25.0,23607
"Census Tract 224.03, DeKalb County, Georgia",1601.0,1407.0,0.0,39.0,83.0,0.0,0.0,0.0,72.0,13,89,22403,1295.0,155.0,0.8931034482758621,1450.0,35.0,0.0,23.0,162.0,79.0,660.0,151.0,11.0,26.0,22505
"Census Tract 235.07, DeKalb County, Georgia",1751.0,1607.0,60.0,0.0,0.0,48.0,27.0,0.0,0.0,13,89,23507,982.0,540.0,0.6452036793692509,1522.0,143.0,34.0,137.0,261.0,83.0,6.0,229.0,25.0,44.0,23609
"Census Tract 238.03, DeKalb County, Georgia",2276.0,2143.0,64.0,23.0,0.0,0.0,0.0,10.0,0.0,13,89,23803,1353.0,682.0,0.6648648648648648,2035.0,170.0,93.0,87.0,271.0,215.0,71.0,241.0,9.0,52.0,23905
"Census Tract 203, DeKalb County, Georgia",1725.0,1240.0,109.0,73.0,141.0,39.0,88.0,24.0,11.0,13,89,20300,1264.0,411.0,0.7546268656716418,1675.0,88.0,19.0,78.0,173.0,115.0,511.0,50.0,10.0,11.0,20402
"Census Tract 206, DeKalb County, Georgia",1170.0,506.0,110.0,77.0,52.0,114.0,19.0,47.0,209.0,13,89,20600,454.0,509.0,0.4714434060228453,963.0,138.0,22.0,39.0,124.0,74.0,117.0,207.0,51.0,9.0,20702
"Census Tract 216.04, DeKalb County, Georgia",1303.0,1141.0,123.0,10.0,29.0,0.0,0.0,0.0,0.0,13,89,21604,1144.0,117.0,0.9072164948453608,1261.0,27.0,0.0,27.0,129.0,77.0,509.0,42.0,0.0,0.0,21706
"Census Tract 219.10, DeKalb County, Georgia",2345.0,995.0,583.0,0.0,28.0,277.0,363.0,80.0,19.0,13,89,21910,1154.0,1045.0,0.5247839927239655,2199.0,191.0,227.0,64.0,288.0,124.0,51.0,146.0,39.0,0.0,22012
"Census Tract 219.12, DeKalb County, Georgia",1500.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,21912,1402.0,45.0,0.968901174844506,1447.0,51.0,10.0,37.0,76.0,181.0,523.0,53.0,0.0,10.0,22014
"Census Tract 219.13, DeKalb County, Georgia",2496.0,149.0,184.0,38.0,127.0,597.0,1207.0,114.0,51.0,13,89,21913,93.0,1884.0,0.047040971168437,1977.0,221.0,269.0,94.0,147.0,25.0,37.0,519.0,437.0,0.0,22015
"Census Tract 220.09, DeKalb County, Georgia",2219.0,113.0,139.0,29.0,82.0,630.0,852.0,251.0,91.0,13,89,22009,169.0,1662.0,0.0922992900054615,1831.0,94.0,85.0,72.0,229.0,65.0,0.0,388.0,107.0,0.0,22111
"Census Tract 220.10, DeKalb County, Georgia",682.0,517.0,14.0,6.0,8.0,107.0,15.0,0.0,9.0,13,89,22010,405.0,247.0,0.6211656441717791,652.0,5.0,40.0,35.0,90.0,75.0,11.0,30.0,0.0,0.0,22112
"Census Tract 222.03, DeKalb County, Georgia",1303.0,276.0,45.0,23.0,0.0,45.0,342.0,264.0,308.0,13,89,22203,235.0,935.0,0.2008547008547008,1170.0,53.0,50.0,19.0,197.0,102.0,84.0,133.0,0.0,0.0,22305
"Census Tract 222.04, DeKalb County, Georgia",3155.0,1010.0,222.0,117.0,45.0,435.0,688.0,367.0,271.0,13,89,22204,1013.0,1796.0,0.36062655749377,2809.0,142.0,93.0,61.0,484.0,359.0,207.0,346.0,47.0,11.0,22306
"Census Tract 231.11, DeKalb County, Georgia",752.0,596.0,137.0,5.0,6.0,8.0,0.0,0.0,0.0,13,89,23111,475.0,200.0,0.7037037037037037,675.0,32.0,18.0,44.0,88.0,60.0,27.0,77.0,11.0,21.0,23213
"Census Tract 231.12, DeKalb County, Georgia",2438.0,262.0,154.0,54.0,305.0,803.0,403.0,398.0,59.0,13,89,23112,199.0,1873.0,0.096042471042471,2072.0,385.0,72.0,135.0,124.0,26.0,5.0,366.0,216.0,16.0,23214
"Census Tract 231.13, DeKalb County, Georgia",1449.0,404.0,170.0,0.0,106.0,220.0,482.0,46.0,21.0,13,89,23113,454.0,819.0,0.3566378633150039,1273.0,74.0,196.0,38.0,142.0,58.0,123.0,176.0,53.0,0.0,23215
"Census Tract 231.14, DeKalb County, Georgia",951.0,935.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13,89,23114,601.0,239.0,0.7154761904761905,840.0,39.0,38.0,47.0,109.0,72.0,0.0,111.0,28.0,35.0,23216
"Census Tract 216.02, DeKalb County, Georgia",2033.0,769.0,371.0,0.0,189.0,202.0,169.0,142.0,181.0,13,89,21602,1308.0,550.0,0.7039827771797632,1858.0,18.0,45.0,87.0,250.0,147.0,280.0,175.0,53.0,0.0,21704
"Census Tract 217.04, DeKalb County, Georgia",2421.0,1966.0,68.0,10.0,199.0,90.0,88.0,0.0,0.0,13,89,21704,1724.0,521.0,0.7679287305122494,2245.0,41.0,60.0,49.0,225.0,193.0,394.0,176.0,0.0,57.0,21806
"Census Tract 217.05, DeKalb County, Georgia",2622.0,557.0,187.0,0.0,366.0,390.0,380.0,393.0,341.0,13,89,21705,894.0,1223.0,0.4222957014643363,2117.0,191.0,100.0,127.0,123.0,93.0,132.0,505.0,302.0,0.0,21807
"Census Tract 220.01, DeKalb County, Georgia",2142.0,1560.0,55.0,0.0,0.0,98.0,167.0,189.0,73.0,13,89,22001,1251.0,717.0,0.635670731707317,1968.0,55.0,49.0,96.0,230.0,306.0,44.0,174.0,50.0,31.0,22103
"Census Tract 220.07, DeKalb County, Georgia",1126.0,114.0,58.0,11.0,244.0,245.0,247.0,127.0,80.0,13,89,22007,64.0,1040.0,0.0579710144927536,1104.0,105.0,57.0,106.0,53.0,13.0,0.0,22.0,0.0,0.0,22109
"Census Tract 224.01, DeKalb County, Georgia",2027.0,944.0,161.0,12.0,65.0,276.0,207.0,192.0,170.0,13,89,22401,1163.0,684.0,0.6296697347049269,1847.0,77.0,77.0,9.0,167.0,196.0,559.0,180.0,19.0,0.0,22503
"Census Tract 221, DeKalb County, Georgia",1573.0,618.0,159.0,20.0,51.0,239.0,172.0,175.0,139.0,13,89,22100,614.0,861.0,0.4162711864406779,1475.0,101.0,91.0,49.0,121.0,111.0,58.0,98.0,43.0,0.0,22202
"Census Tract 227, DeKalb County, Georgia",1831.0,1446.0,66.0,72.0,55.0,71.0,38.0,72.0,11.0,13,89,22700,1378.0,352.0,0.7965317919075144,1730.0,75.0,70.0,24.0,115.0,164.0,452.0,101.0,49.0,29.0,22802
