NAME,total_units,sfr_detached,sfr_attached,two_unit,small_multifamily,mf_5_9,mf_10_19,mf_20_49,mf_50plus,state,county,tract,owner_occupied,renter_occupied,owner_share,total_households,income_under_10k,income_30_35k,income_40_45k,income_75_100k,income_100_125k,income_200k_plus,total_vacant,vacant_for_rent,vacant_for_sale,GEOID
"Census Tract 70.02, Fulton County, Georgia",1307.0,944.0,41.0,20.0,43.0,67.0,131.0,0.0,24.0,13,121,7002,430.0,539.0,0.4437564499484004,969.0,50.0,48.0,34.0,80.0,22.0,19.0,338.0,49.0,20.0,7136
"Census Tract 71, Fulton County, Georgia",1092.0,789.0,6.0,0.0,43.0,17.0,143.0,72.0,6.0,13,121,7100,326.0,565.0,0.3658810325476992,891.0,129.0,37.0,48.0,41.0,43.0,0.0,201.0,50.0,0.0,7234
"Census Tract 83.02, Fulton County, Georgia",1176.0,815.0,0.0,24.0,0.0,171.0,93.0,50.0,0.0,13,121,8302,356.0,428.0,0.4540816326530612,784.0,128.0,65.0,23.0,54.0,6.0,6.0,392.0,0.0,14.0,8436
"Census Tract 92, Fulton County, Georgia",4410.0,865.0,176.0,227.0,46.0,251.0,656.0,636.0,1553.0,13,121,9200,1011.0,2809.0,0.2646596858638743,3820.0,157.0,140.0,112.0,771.0,291.0,281.0,590.0,355.0,38.0,9334
"Census Tract 102.04, Fulton County, Georgia",2029.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,13,121,10204,1813.0,59.0,0.968482905982906,1872.0,17.0,15.0,23.0,136.0,121.0,837.0,157.0,39.0,50.0,10338
"Census Tract 102.09, Fulton County, Georgia",3076.0,251.0,115.0,70.0,92.0,543.0,1433.0,283.0,289.0,13,121,10209,732.0,2110.0,0.2575650950035186,2842.0,55.0,143.0,229.0,468.0,213.0,112.0,234.0,165.0,0.0,10343
"Census Tract 104, Fulton County, Georgia",3696.0,3066.0,135.0,22.0,225.0,74.0,34.0,25.0,115.0,13,121,10400,2224.0,996.0,0.6906832298136646,3220.0,270.0,195.0,284.0,334.0,263.0,206.0,476.0,41.0,41.0,10534
"Census Tract 15, Fulton County, Georgia",2772.0,650.0,76.0,99.0,288.0,458.0,484.0,247.0,470.0,13,121,1500,879.0,1526.0,0.3654885654885655,2405.0,269.0,67.0,47.0,297.0,173.0,379.0,367.0,16.0,0.0,1634
"Census Tract 23, Fulton County, Georgia",1180.0,463.0,0.0,146.0,116.0,248.0,164.0,0.0,43.0,13,121,2300,118.0,407.0,0.2247619047619047,525.0,90.0,13.0,35.0,30.0,14.0,0.0,655.0,70.0,10.0,2434
"Census Tract 114.19, Fulton County, Georgia",2589.0,1371.0,922.0,0.0,116.0,0.0,59.0,0.0,121.0,13,121,11419,2081.0,346.0,0.857437165224557,2427.0,99.0,52.0,38.0,247.0,169.0,647.0,162.0,59.0,52.0,11553
"Census Tract 114.20, Fulton County, Georgia",2518.0,302.0,361.0,0.0,142.0,704.0,681.0,140.0,102.0,13,121,11420,414.0,1905.0,0.1785252263906856,2319.0,64.0,159.0,84.0,245.0,49.0,0.0,199.0,127.0,0.0,11554
"Census Tract 114.21, Fulton County, Georgia",1692.0,228.0,403.0,26.0,161.0,381.0,313.0,103.0,77.0,13,121,11421,412.0,1204.0,0.2549504950495049,1616.0,41.0,108.0,90.0,171.0,152.0,9.0,76.0,41.0,20.0,11555
"Census Tract 114.22, Fulton County, Georgia",1637.0,727.0,242.0,12.0,52.0,197.0,276.0,84.0,47.0,13,121,11422,1055.0,547.0,0.6585518102372035,1602.0,23.0,11.0,32.0,183.0,79.0,204.0,35.0,35.0,0.0,11556
"Census Tract 114.23, Fulton County, Georgia",2019.0,1606.0,52.0,0.0,33.0,101.0,146.0,74.0,7.0,13,121,11423,1447.0,287.0,0.8344867358708189,1734.0,64.0,34.0,14.0,162.0,182.0,418.0,285.0,80.0,40.0,11557
"Census Tract 114.24, Fulton County, Georgia",2284.0,1617.0,369.0,29.0,65.0,74.0,25.0,69.0,36.0,13,121,11424,1688.0,390.0,0.8123195380173244,2078.0,42.0,95.0,65.0,333.0,177.0,316.0,206.0,107.0,52.0,11558
"Census Tract 114.25, Fulton County, Georgia",2417.0,1990.0,18.0,0.0,32.0,137.0,123.0,66.0,25.0,13,121,11425,1832.0,499.0,0.7859287859287859,2331.0,48.0,16.0,34.0,192.0,136.0,950.0,86.0,50.0,0.0,11559
"Census Tract 114.26, Fulton County, Georgia",785.0,780.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13,121,11426,655.0,116.0,0.8495460440985733,771.0,0.0,22.0,26.0,62.0,91.0,240.0,14.0,0.0,14.0,11560
"Census Tract 114.27, Fulton County, Georgia",3148.0,2971.0,143.0,0.0,0.0,16.0,0.0,0.0,0.0,13,121,11427,2618.0,286.0,0.9015151515151516,2904.0,13.0,14.0,54.0,264.0,397.0,655.0,244.0,48.0,56.0,11561
"Census Tract 115.03, Fulton County, Georgia",3712.0,3598.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,11503,3382.0,214.0,0.9404894327030032,3596.0,0.0,36.0,51.0,364.0,261.0,1527.0,116.0,59.0,57.0,11637
"Census Tract 115.04, Fulton County, Georgia",4463.0,4406.0,22.0,0.0,0.0,35.0,0.0,0.0,0.0,13,121,11504,4311.0,35.0,0.9919466175793832,4346.0,104.0,13.0,0.0,229.0,379.0,2590.0,117.0,0.0,24.0,11638
"Census Tract 115.05, Fulton County, Georgia",1366.0,1158.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,11505,1208.0,86.0,0.9335394126738794,1294.0,18.0,0.0,17.0,122.0,163.0,513.0,72.0,32.0,0.0,11639
"Census Tract 115.06, Fulton County, Georgia",2197.0,2183.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13,121,11506,1890.0,162.0,0.9210526315789472,2052.0,29.0,26.0,16.0,131.0,224.0,755.0,145.0,0.0,93.0,11640
"Census Tract 116.10, Fulton County, Georgia",2141.0,1507.0,178.0,14.0,21.0,127.0,217.0,42.0,35.0,13,121,11610,1594.0,475.0,0.7704204929917835,2069.0,11.0,70.0,40.0,268.0,238.0,551.0,72.0,0.0,10.0,11744
"Census Tract 116.11, Fulton County, Georgia",3800.0,938.0,706.0,178.0,0.0,270.0,432.0,513.0,763.0,13,121,11611,1349.0,2084.0,0.3929507719196038,3433.0,75.0,217.0,222.0,422.0,355.0,164.0,367.0,186.0,0.0,11745
"Census Tract 116.12, Fulton County, Georgia",1255.0,1191.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,11612,1161.0,72.0,0.9416058394160584,1233.0,7.0,0.0,0.0,157.0,71.0,380.0,22.0,0.0,22.0,11746
"Census Tract 116.13, Fulton County, Georgia",2418.0,1729.0,305.0,0.0,0.0,82.0,232.0,54.0,16.0,13,121,11613,1604.0,735.0,0.685763146643865,2339.0,113.0,135.0,15.0,261.0,282.0,474.0,79.0,0.0,0.0,11747
"Census Tract 116.14, Fulton County, Georgia",6689.0,2607.0,1378.0,0.0,214.0,592.0,1069.0,547.0,282.0,13,121,11614,3182.0,3051.0,0.510508583346703,6233.0,438.0,75.0,508.0,862.0,741.0,381.0,456.0,233.0,105.0,11748
"Census Tract 116.15, Fulton County, Georgia",3850.0,3036.0,496.0,0.0,105.0,37.0,0.0,10.0,166.0,13,121,11615,3357.0,274.0,0.9245386945744972,3631.0,81.0,50.0,16.0,294.0,286.0,1396.0,219.0,143.0,54.0,11749
"Census Tract 116.16, Fulton County, Georgia",3121.0,515.0,628.0,71.0,371.0,359.0,753.0,124.0,300.0,13,121,11616,1086.0,1776.0,0.3794549266247379,2862.0,24.0,67.0,18.0,213.0,567.0,377.0,259.0,138.0,1.0,11750
"Census Tract 116.17, Fulton County, Georgia",3110.0,2328.0,333.0,0.0,91.0,17.0,90.0,132.0,119.0,13,121,11617,2281.0,525.0,0.8129009265858874,2806.0,91.0,20.0,117.0,320.0,280.0,892.0,304.0,56.0,51.0,11751
"Census Tract 116.18, Fulton County, Georgia",1670.0,1078.0,146.0,0.0,10.0,44.0,229.0,68.0,71.0,13,121,11618,1147.0,455.0,0.715980024968789,1602.0,32.0,30.0,32.0,208.0,124.0,585.0,68.0,68.0,0.0,11752
"Census Tract 116.19, Fulton County, Georgia",3360.0,1037.0,138.0,0.0,99.0,654.0,925.0,251.0,256.0,13,121,11619,1218.0,1859.0,0.3958401039974,3077.0,30.0,54.0,105.0,466.0,386.0,471.0,283.0,140.0,0.0,11753
"Census Tract 116.20, Fulton County, Georgia",3482.0,3085.0,65.0,0.0,42.0,39.0,97.0,0.0,154.0,13,121,11620,2934.0,453.0,0.8662533215234721,3387.0,29.0,128.0,40.0,259.0,447.0,920.0,95.0,95.0,0.0,11754
"Census Tract 116.21, Fulton County, Georgia",2625.0,1949.0,21.0,0.0,97.0,67.0,329.0,101.0,33.0,13,121,11621,1709.0,727.0,0.701559934318555,2436.0,41.0,38.0,87.0,372.0,126.0,975.0,189.0,49.0,47.0,11755
"Census Tract 116.22, Fulton County, Georgia",3633.0,3152.0,160.0,0.0,0.0,0.0,200.0,121.0,0.0,13,121,11622,2846.0,533.0,0.8422610239715892,3379.0,115.0,23.0,135.0,352.0,364.0,1068.0,254.0,173.0,60.0,11756
"Census Tract 116.23, Fulton County, Georgia",4456.0,2641.0,610.0,0.0,101.0,236.0,512.0,156.0,115.0,13,121,11623,2931.0,1439.0,0.6707093821510297,4370.0,82.0,32.0,164.0,477.0,641.0,848.0,86.0,58.0,0.0,11757
"Census Tract 116.24, Fulton County, Georgia",1241.0,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,11624,1205.0,0.0,1.0,1205.0,0.0,12.0,0.0,42.0,179.0,563.0,36.0,0.0,36.0,11758
"Census Tract 116.25, Fulton County, Georgia",2805.0,1810.0,125.0,0.0,78.0,274.0,297.0,95.0,116.0,13,121,11625,1796.0,814.0,0.6881226053639847,2610.0,32.0,51.0,121.0,179.0,314.0,534.0,195.0,105.0,46.0,11759
"Census Tract 116.26, Fulton County, Georgia",3361.0,2163.0,47.0,0.0,59.0,173.0,244.0,90.0,585.0,13,121,11626,1915.0,1269.0,0.6014447236180904,3184.0,140.0,88.0,74.0,535.0,365.0,688.0,177.0,177.0,0.0,11760
"Census Tract 118, Fulton County, Georgia",1451.0,402.0,11.0,12.0,18.0,244.0,279.0,70.0,404.0,13,121,11800,136.0,787.0,0.1473456121343445,923.0,197.0,33.0,51.0,84.0,17.0,0.0,528.0,77.0,19.0,11934
"Census Tract 119, Fulton County, Georgia",2169.0,67.0,74.0,0.0,63.0,35.0,243.0,438.0,1240.0,13,121,11900,352.0,1483.0,0.191825613079019,1835.0,418.0,83.0,53.0,141.0,49.0,65.0,334.0,132.0,0.0,12034
"Census Tract 120, Fulton County, Georgia",1645.0,475.0,74.0,92.0,88.0,408.0,191.0,38.0,279.0,13,121,12000,293.0,1090.0,0.2118582791033984,1383.0,188.0,161.0,89.0,59.0,0.0,31.0,262.0,117.0,0.0,12134
"Census Tract 105.11, Fulton County, Georgia",3393.0,2565.0,152.0,0.0,0.0,213.0,346.0,101.0,0.0,13,121,10511,1881.0,949.0,0.6646643109540636,2830.0,158.0,58.0,177.0,316.0,157.0,23.0,563.0,150.0,34.0,10645
"Census Tract 105.14, Fulton County, Georgia",4716.0,3705.0,126.0,17.0,122.0,375.0,288.0,0.0,83.0,13,121,10514,2462.0,2011.0,0.5504135926671138,4473.0,337.0,151.0,236.0,1045.0,449.0,29.0,243.0,0.0,180.0,10648
"Census Tract 113.01, Fulton County, Georgia",2037.0,1940.0,46.0,7.0,23.0,0.0,0.0,21.0,0.0,13,121,11301,1321.0,315.0,0.8074572127139364,1636.0,132.0,67.0,89.0,178.0,140.0,64.0,401.0,76.0,47.0,11435
"Census Tract 114.10, Fulton County, Georgia",2729.0,1780.0,181.0,0.0,138.0,432.0,146.0,31.0,21.0,13,121,11410,1987.0,585.0,0.7725505443234837,2572.0,47.0,52.0,177.0,91.0,300.0,754.0,157.0,88.0,0.0,11544
"Census Tract 114.11, Fulton County, Georgia",3206.0,2089.0,438.0,55.0,26.0,223.0,193.0,96.0,25.0,13,121,11411,2472.0,580.0,0.8099606815203145,3052.0,27.0,139.0,41.0,170.0,380.0,451.0,154.0,0.0,117.0,11545
"Census Tract 114.14, Fulton County, Georgia",3125.0,1412.0,256.0,54.0,57.0,335.0,607.0,214.0,166.0,13,121,11414,1487.0,1383.0,0.5181184668989547,2870.0,126.0,197.0,146.0,352.0,286.0,291.0,255.0,115.0,37.0,11548
"Census Tract 68.02, Fulton County, Georgia",608.0,220.0,0.0,0.0,0.0,106.0,182.0,27.0,60.0,13,121,6802,97.0,436.0,0.1819887429643527,533.0,199.0,13.0,0.0,17.0,5.0,4.0,75.0,63.0,0.0,6936
"Census Tract 62, Fulton County, Georgia",752.0,580.0,0.0,104.0,48.0,10.0,10.0,0.0,0.0,13,121,6200,198.0,324.0,0.3793103448275862,522.0,40.0,32.0,55.0,43.0,53.0,0.0,230.0,0.0,47.0,6334
"Census Tract 65, Fulton County, Georgia",1828.0,1492.0,40.0,226.0,22.0,22.0,21.0,0.0,0.0,13,121,6500,777.0,672.0,0.5362318840579711,1449.0,217.0,48.0,34.0,224.0,132.0,54.0,379.0,87.0,23.0,6634
"Census Tract 10.02, Fulton County, Georgia",586.0,6.0,0.0,0.0,10.0,25.0,33.0,78.0,434.0,13,121,1002,12.0,504.0,0.0232558139534883,516.0,137.0,24.0,21.0,48.0,5.0,6.0,70.0,17.0,0.0,1136
"Census Tract 12.02, Fulton County, Georgia",4068.0,163.0,0.0,0.0,0.0,86.0,303.0,180.0,3336.0,13,121,1202,1621.0,1791.0,0.4750879249706917,3412.0,217.0,175.0,12.0,463.0,421.0,546.0,656.0,143.0,68.0,1336
"Census Tract 10.01, Fulton County, Georgia",1371.0,109.0,35.0,25.0,19.0,28.0,34.0,68.0,1053.0,13,121,1001,443.0,577.0,0.4343137254901961,1020.0,59.0,12.0,0.0,106.0,162.0,138.0,351.0,82.0,30.0,1135
"Census Tract 12.01, Fulton County, Georgia",2922.0,223.0,120.0,81.0,254.0,228.0,282.0,371.0,1314.0,13,121,1201,717.0,2171.0,0.2482686980609418,2888.0,302.0,56.0,58.0,382.0,248.0,367.0,34.0,0.0,0.0,1335
"Census Tract 76.03, Fulton County, Georgia",2679.0,303.0,20.0,18.0,342.0,625.0,562.0,207.0,553.0,13,121,7603,139.0,2075.0,0.0627822944896115,2214.0,812.0,97.0,38.0,90.0,102.0,0.0,465.0,158.0,0.0,7737
"Census Tract 76.04, Fulton County, Georgia",1541.0,252.0,20.0,32.0,51.0,335.0,569.0,261.0,21.0,13,121,7604,147.0,887.0,0.1421663442940038,1034.0,184.0,44.0,0.0,35.0,0.0,22.0,507.0,96.0,0.0,7738
"Census Tract 77.03, Fulton County, Georgia",1855.0,1277.0,50.0,38.0,109.0,175.0,136.0,0.0,28.0,13,121,7703,945.0,656.0,0.5902560899437851,1601.0,132.0,99.0,86.0,177.0,77.0,36.0,254.0,106.0,47.0,7837
"Census Tract 123, Fulton County, Georgia",1509.0,798.0,30.0,109.0,219.0,125.0,57.0,10.0,136.0,13,121,12300,467.0,591.0,0.441398865784499,1058.0,68.0,47.0,51.0,94.0,131.0,163.0,451.0,129.0,37.0,12434
"Census Tract 9800, Fulton County, Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,121,980000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980134
"Census Tract 77.04, Fulton County, Georgia",2498.0,994.0,221.0,55.0,83.0,716.0,272.0,57.0,100.0,13,121,7704,876.0,1182.0,0.4256559766763848,2058.0,225.0,177.0,72.0,127.0,75.0,25.0,440.0,131.0,15.0,7838
"Census Tract 77.05, Fulton County, Georgia",2244.0,496.0,67.0,10.0,17.0,512.0,594.0,123.0,401.0,13,121,7705,400.0,1372.0,0.2257336343115124,1772.0,203.0,78.0,69.0,85.0,103.0,11.0,472.0,308.0,24.0,7839
"Census Tract 77.06, Fulton County, Georgia",4880.0,1746.0,316.0,0.0,23.0,522.0,1003.0,185.0,1085.0,13,121,7706,1265.0,3078.0,0.2912733133778494,4343.0,205.0,344.0,114.0,650.0,386.0,55.0,537.0,361.0,0.0,7840
"Census Tract 89.03, Fulton County, Georgia",912.0,41.0,416.0,24.0,13.0,133.0,91.0,37.0,74.0,13,121,8903,364.0,512.0,0.4155251141552511,876.0,2.0,0.0,27.0,235.0,28.0,37.0,36.0,0.0,0.0,9037
"Census Tract 89.04, Fulton County, Georgia",2916.0,797.0,575.0,33.0,231.0,548.0,89.0,374.0,269.0,13,121,8904,1638.0,939.0,0.6356228172293364,2577.0,65.0,122.0,60.0,353.0,191.0,462.0,339.0,157.0,15.0,9038
"Census Tract 91.01, Fulton County, Georgia",4041.0,413.0,283.0,26.0,147.0,158.0,465.0,457.0,2045.0,13,121,9101,1483.0,1980.0,0.4282414091827894,3463.0,289.0,55.0,118.0,743.0,289.0,443.0,578.0,162.0,47.0,9235
"Census Tract 91.02, Fulton County, Georgia",2376.0,410.0,18.0,0.0,86.0,197.0,176.0,275.0,1200.0,13,121,9102,752.0,1152.0,0.3949579831932773,1904.0,128.0,106.0,0.0,109.0,216.0,388.0,472.0,134.0,0.0,9236
"Census Tract 87, Fulton County, Georgia",2785.0,1092.0,121.0,17.0,160.0,139.0,234.0,292.0,730.0,13,121,8700,639.0,1923.0,0.2494145199063231,2562.0,237.0,229.0,263.0,94.0,48.0,71.0,223.0,0.0,28.0,8834
"Census Tract 95.01, Fulton County, Georgia",2123.0,998.0,174.0,0.0,28.0,13.0,89.0,66.0,755.0,13,121,9501,1423.0,310.0,0.8211194460473168,1733.0,99.0,6.0,32.0,133.0,111.0,835.0,390.0,82.0,72.0,9635
"Census Tract 94.03, Fulton County, Georgia",3318.0,104.0,194.0,16.0,0.0,175.0,523.0,795.0,1451.0,13,121,9403,763.0,2269.0,0.2516490765171504,3032.0,205.0,39.0,184.0,378.0,263.0,46.0,286.0,158.0,0.0,9537
"Census Tract 94.04, Fulton County, Georgia",2685.0,707.0,353.0,0.0,15.0,136.0,185.0,308.0,981.0,13,121,9404,1440.0,943.0,0.6042803189257239,2383.0,115.0,0.0,21.0,182.0,310.0,328.0,302.0,44.0,15.0,9538
"Census Tract 95.02, Fulton County, Georgia",2985.0,344.0,86.0,0.0,83.0,200.0,119.0,115.0,2019.0,13,121,9502,1007.0,1247.0,0.4467613132209405,2254.0,161.0,18.0,14.0,248.0,290.0,419.0,731.0,246.0,0.0,9636
"Census Tract 96.01, Fulton County, Georgia",1660.0,174.0,120.0,22.0,82.0,30.0,180.0,154.0,898.0,13,121,9601,464.0,943.0,0.3297796730632552,1407.0,24.0,27.0,100.0,98.0,235.0,267.0,253.0,133.0,47.0,9735
"Census Tract 96.02, Fulton County, Georgia",3604.0,605.0,393.0,50.0,16.0,68.0,137.0,121.0,2214.0,13,121,9602,1506.0,1606.0,0.4839331619537275,3112.0,182.0,151.0,57.0,323.0,282.0,756.0,492.0,203.0,0.0,9736
"Census Tract 96.03, Fulton County, Georgia",3735.0,413.0,210.0,11.0,45.0,124.0,353.0,173.0,2406.0,13,121,9603,1279.0,1792.0,0.4164767176815369,3071.0,272.0,62.0,121.0,498.0,176.0,556.0,664.0,81.0,90.0,9737
"Census Tract 98.01, Fulton County, Georgia",2456.0,1344.0,81.0,0.0,8.0,0.0,0.0,17.0,1006.0,13,121,9801,1382.0,724.0,0.6562203228869895,2106.0,58.0,21.0,22.0,144.0,109.0,946.0,350.0,140.0,0.0,9935
"Census Tract 98.02, Fulton County, Georgia",2133.0,1249.0,71.0,10.0,66.0,46.0,132.0,140.0,408.0,13,121,9802,1108.0,727.0,0.6038147138964578,1835.0,32.0,0.0,44.0,125.0,145.0,844.0,298.0,54.0,57.0,9936
"Census Tract 100.01, Fulton County, Georgia",3166.0,735.0,517.0,25.0,74.0,36.0,93.0,106.0,1580.0,13,121,10001,1709.0,778.0,0.6871733011660636,2487.0,231.0,28.0,87.0,211.0,172.0,742.0,679.0,201.0,115.0,10135
"Census Tract 100.02, Fulton County, Georgia",4719.0,1775.0,78.0,0.0,140.0,15.0,57.0,243.0,2367.0,13,121,10002,2325.0,1688.0,0.5793670570645403,4013.0,49.0,101.0,89.0,435.0,437.0,1642.0,706.0,175.0,104.0,10136
"Census Tract 101.13, Fulton County, Georgia",3467.0,335.0,148.0,0.0,40.0,379.0,963.0,677.0,899.0,13,121,10113,528.0,2366.0,0.1824464409122322,2894.0,13.0,191.0,224.0,338.0,228.0,304.0,573.0,290.0,58.0,10247
"Census Tract 101.15, Fulton County, Georgia",1241.0,566.0,219.0,0.0,9.0,78.0,57.0,59.0,246.0,13,121,10115,683.0,522.0,0.566804979253112,1205.0,72.0,7.0,58.0,113.0,131.0,317.0,36.0,13.0,0.0,10249
"Census Tract 101.14, Fulton County, Georgia",3321.0,1116.0,279.0,16.0,74.0,371.0,720.0,379.0,366.0,13,121,10114,1435.0,1702.0,0.4574434172776538,3137.0,28.0,55.0,54.0,277.0,264.0,639.0,184.0,72.0,16.0,10248
"Census Tract 101.17, Fulton County, Georgia",2025.0,71.0,108.0,0.0,66.0,557.0,983.0,181.0,59.0,13,121,10117,293.0,1669.0,0.1493374108053007,1962.0,97.0,58.0,110.0,269.0,183.0,35.0,63.0,53.0,0.0,10251
"Census Tract 101.18, Fulton County, Georgia",2461.0,469.0,111.0,48.0,403.0,521.0,794.0,63.0,0.0,13,121,10118,563.0,1601.0,0.2601663585951941,2164.0,0.0,87.0,87.0,221.0,139.0,89.0,297.0,208.0,0.0,10252
